"Time,Accel_x,Accel_y,Accel_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w,Gyro_x,Gyro_y,Gyro_z"
"21094,0.00,0.01,1.03,0.0063,-0.0011,-0.0270,0.9996,-0.98,0.12,-1.22"
"21144,-0.00,0.01,1.02,0.0056,-0.0006,-0.0270,0.9996,-0.91,0.12,-1.16"
"21194,0.00,0.01,1.02,0.0070,-0.0015,-0.0270,0.9996,-0.91,0.24,-1.16"
"21244,0.00,0.01,1.03,0.0067,-0.0014,-0.0270,0.9996,-0.91,0.18,-1.16"
"21294,0.00,0.01,1.02,0.0054,-0.0011,-0.0270,0.9996,-0.98,0.18,-1.34"
"21344,0.00,0.01,1.02,0.0068,-0.0010,-0.0270,0.9996,-0.85,-0.12,-1.16"
"21394,0.00,0.01,1.02,0.0059,-0.0004,-0.0270,0.9996,-0.85,0.18,-1.16"
"21444,0.00,0.01,1.02,0.0064,-0.0009,-0.0270,0.9996,-0.79,0.24,-1.22"
"21494,0.00,0.01,1.02,0.0061,-0.0013,-0.0270,0.9996,-1.04,0.12,-1.16"
"21544,0.01,0.01,1.02,0.0067,-0.0019,-0.0270,0.9996,-0.67,0.00,-1.28"
"21594,0.00,0.01,1.02,0.0058,-0.0009,-0.0270,0.9996,-0.98,0.12,-1.10"
"21644,0.00,0.01,1.02,0.0064,-0.0016,-0.0270,0.9996,-0.98,0.18,-1.16"
"21694,0.00,0.01,1.03,0.0064,-0.0013,-0.0270,0.9996,-1.04,0.24,-1.28"
"21744,0.00,0.01,1.02,0.0062,-0.0016,-0.0270,0.9996,-0.85,0.18,-1.22"
"21794,0.01,0.01,1.03,0.0061,-0.0011,-0.0270,0.9996,-0.85,0.24,-1.28"
"21844,0.00,0.02,1.02,0.0067,-0.0011,-0.0270,0.9996,-0.73,0.06,-1.34"
"21894,0.00,0.02,1.02,0.0064,-0.0012,-0.0270,0.9996,-0.85,0.06,-1.16"
"21944,0.00,0.01,1.02,0.0066,-0.0014,-0.0270,0.9996,-0.85,0.06,-1.16"
"21994,-0.00,0.01,1.01,0.0064,-0.0012,-0.0270,0.9996,-0.67,0.24,-1.28"
"22044,0.00,0.02,1.02,0.0059,-0.0023,-0.0270,0.9996,-0.79,0.18,-1.16"
"22094,0.00,0.01,1.02,0.0060,-0.0010,-0.0270,0.9996,-0.79,0.06,-1.16"
"22144,0.00,0.01,1.02,0.0063,-0.0013,-0.0270,0.9996,-0.85,0.00,-1.22"
"22194,0.00,0.01,1.02,0.0064,-0.0008,-0.0270,0.9996,-0.79,0.18,-1.16"
"22244,-0.00,0.01,1.02,0.0056,-0.0012,-0.0270,0.9996,-0.85,0.24,-1.16"
"22294,-0.00,0.01,1.02,0.0058,-0.0011,-0.0270,0.9996,-0.79,0.12,-1.34"
"22344,0.00,0.01,1.02,0.0055,-0.0010,-0.0270,0.9996,-0.67,0.06,-1.28"
"22394,0.00,0.01,1.02,0.0060,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.16"
"22444,0.00,0.01,1.02,0.0062,-0.0013,-0.0270,0.9996,-0.85,0.12,-1.28"
"22494,0.00,0.01,1.02,0.0058,-0.0009,-0.0270,0.9996,-0.79,0.12,-1.16"
"22544,0.00,0.01,1.02,0.0057,-0.0008,-0.0270,0.9996,-0.91,0.06,-1.22"
"22594,0.01,0.01,1.02,0.0062,-0.0010,-0.0270,0.9996,-0.91,-0.06,-1.22"
"22644,0.00,0.01,1.02,0.0069,-0.0019,-0.0270,0.9996,-0.73,0.06,-1.10"
"22694,0.00,0.01,1.02,0.0053,-0.0017,-0.0270,0.9996,-0.91,0.00,-1.16"
"22744,-0.00,0.01,1.02,0.0065,-0.0005,-0.0270,0.9996,-0.98,0.24,-1.16"
"22794,0.00,0.01,1.02,0.0066,-0.0016,-0.0270,0.9996,-0.91,0.06,-1.34"
"22844,0.00,0.01,1.02,0.0061,-0.0016,-0.0270,0.9996,-0.79,0.12,-1.16"
"22894,0.00,0.01,1.02,0.0067,-0.0007,-0.0270,0.9996,-0.85,0.12,-1.04"
"22944,0.00,0.01,1.02,0.0061,-0.0022,-0.0270,0.9996,-1.10,0.12,-1.10"
"22994,0.00,0.01,1.02,0.0059,-0.0004,-0.0270,0.9996,-0.91,0.00,-1.16"
"23044,0.00,0.01,1.02,0.0059,-0.0014,-0.0270,0.9996,-0.79,0.12,-1.16"
"23094,0.00,0.01,1.02,0.0061,-0.0009,-0.0270,0.9996,-0.98,0.18,-1.22"
"23144,0.01,0.01,1.02,0.0066,-0.0017,-0.0270,0.9996,-0.73,0.18,-1.10"
"23194,0.00,0.01,1.02,0.0059,-0.0012,-0.0270,0.9996,-0.73,0.30,-1.22"
"23244,0.00,0.01,1.02,0.0054,-0.0016,-0.0270,0.9996,-1.04,0.24,-1.28"
"23294,0.01,0.01,1.02,0.0058,-0.0023,-0.0270,0.9996,-0.85,0.18,-1.16"
"23344,0.00,0.01,1.02,0.0064,-0.0015,-0.0270,0.9996,-0.91,0.00,-1.28"
"23394,0.00,0.01,1.02,0.0050,-0.0015,-0.0270,0.9996,-0.91,0.18,-1.10"
"23444,0.00,0.01,1.02,0.0058,-0.0016,-0.0270,0.9996,-0.37,0.12,-1.16"
"23494,0.00,0.01,1.02,0.0058,-0.0007,-0.0270,0.9996,-0.67,0.12,-1.28"
"23544,0.00,0.01,1.02,0.0066,-0.0017,-0.0270,0.9996,-1.10,0.00,-1.16"
"23594,0.01,0.01,1.02,0.0063,-0.0022,-0.0270,0.9996,-0.91,0.12,-1.22"
"23644,0.00,0.01,1.02,0.0056,-0.0015,-0.0270,0.9996,-0.85,0.12,-0.98"
"23694,0.00,0.01,1.02,0.0059,-0.0014,-0.0270,0.9996,-0.98,0.12,-1.22"
"23744,0.00,0.01,1.02,0.0054,-0.0021,-0.0270,0.9996,-0.79,0.00,-1.10"
"23794,0.00,0.01,1.02,0.0058,-0.0013,-0.0270,0.9996,-0.91,-0.06,-1.28"
"23844,0.00,0.01,1.03,0.0058,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.22"
"23894,0.00,0.01,1.03,0.0051,-0.0017,-0.0270,0.9996,-1.04,0.06,-1.28"
"23944,-0.00,0.01,1.02,0.0062,-0.0011,-0.0270,0.9996,-0.98,0.24,-1.22"
"23994,0.00,0.01,1.02,0.0060,-0.0013,-0.0270,0.9996,-0.91,0.12,-1.34"
"24044,0.01,0.01,1.02,0.0064,-0.0020,-0.0270,0.9996,-0.79,0.18,-1.28"
"24094,0.00,0.01,1.03,0.0062,-0.0009,-0.0270,0.9996,-1.04,0.00,-1.10"
"24144,0.00,0.01,1.03,0.0063,-0.0013,-0.0270,0.9996,-0.91,0.18,-1.22"
"24194,0.00,0.01,1.02,0.0062,-0.0014,-0.0270,0.9996,-0.91,0.18,-1.10"
"24244,-0.00,0.01,1.02,0.0060,-0.0009,-0.0270,0.9996,-0.85,0.12,-1.10"
"24294,0.00,0.01,1.03,0.0063,-0.0008,-0.0270,0.9996,-1.04,0.06,-1.10"
"24344,0.00,0.01,1.03,0.0055,-0.0009,-0.0270,0.9996,-1.04,0.06,-1.22"
"24394,0.00,0.02,1.03,0.0065,-0.0013,-0.0270,0.9996,-0.85,0.06,-1.10"
"24444,0.00,0.01,1.02,0.0056,-0.0010,-0.0270,0.9996,-0.91,0.00,-1.34"
"24494,0.00,0.01,1.03,0.0062,-0.0025,-0.0270,0.9996,-0.91,0.06,-1.16"
"24544,0.00,0.01,1.02,0.0058,-0.0014,-0.0270,0.9996,-0.98,0.18,-1.16"
"24594,0.00,0.01,1.02,0.0055,-0.0015,-0.0270,0.9996,-0.85,0.18,-1.10"
"24644,0.01,0.01,1.03,0.0059,-0.0013,-0.0270,0.9996,-0.85,-0.06,-1.28"
"24694,0.00,0.01,1.02,0.0065,-0.0016,-0.0270,0.9996,-0.91,0.12,-1.28"
"24744,-0.00,0.01,1.02,0.0066,-0.0014,-0.0270,0.9996,-0.79,0.12,-1.22"
"24794,0.00,0.02,1.03,0.0055,-0.0012,-0.0270,0.9996,-0.85,0.24,-1.16"
"24844,0.00,0.01,1.03,0.0057,-0.0014,-0.0270,0.9996,-0.98,0.12,-1.22"
"24894,0.01,0.01,1.03,0.0055,-0.0007,-0.0270,0.9996,-0.91,0.18,-1.22"
"24944,0.00,0.01,1.03,0.0062,-0.0013,-0.0270,0.9996,-0.98,0.18,-1.16"
"24994,0.00,0.01,1.02,0.0064,-0.0012,-0.0270,0.9996,-1.04,0.18,-1.22"
"25044,0.01,0.01,1.02,0.0064,-0.0012,-0.0270,0.9996,-0.91,0.12,-1.22"
"25094,0.00,0.01,1.02,0.0053,-0.0006,-0.0270,0.9996,-0.79,0.12,-1.34"
"25144,0.00,0.01,1.03,0.0053,-0.0012,-0.0270,0.9996,-0.67,0.18,-1.22"
"25194,0.00,0.01,1.03,0.0054,-0.0010,-0.0270,0.9996,-0.85,0.12,-1.04"
"25244,0.00,0.01,1.02,0.0066,-0.0009,-0.0270,0.9996,-0.85,0.12,-1.28"
"25294,0.00,0.01,1.03,0.0054,-0.0015,-0.0270,0.9996,-0.79,0.00,-1.16"
"25344,-0.00,0.01,1.03,0.0058,-0.0002,-0.0270,0.9996,-0.85,0.06,-1.22"
"25394,0.00,0.01,1.02,0.0062,-0.0019,-0.0270,0.9996,-0.79,0.12,-1.28"
"25444,0.00,0.01,1.03,0.0058,-0.0017,-0.0270,0.9996,-0.67,0.18,-1.22"
"25494,0.00,0.01,1.03,0.0065,-0.0019,-0.0270,0.9996,-0.67,0.06,-1.16"
"25544,0.00,0.01,1.02,0.0048,-0.0011,-0.0270,0.9996,-0.73,0.12,-1.10"
"25594,0.00,0.01,1.02,0.0062,-0.0003,-0.0270,0.9996,-0.85,0.12,-1.10"
"25644,0.00,0.01,1.02,0.0056,-0.0017,-0.0270,0.9996,-0.79,0.06,-1.28"
"25694,-0.00,0.01,1.02,0.0058,-0.0003,-0.0270,0.9996,-0.79,0.00,-1.22"
"25744,0.00,0.01,1.03,0.0058,-0.0011,-0.0270,0.9996,-0.98,0.24,-1.22"
"25794,0.00,0.01,1.02,0.0060,-0.0014,-0.0270,0.9996,-0.85,0.06,-1.16"
"25844,0.00,0.01,1.03,0.0049,-0.0014,-0.0270,0.9996,-0.98,0.06,-1.04"
"25894,0.00,0.01,1.02,0.0065,-0.0012,-0.0270,0.9996,-0.85,0.12,-1.10"
"25944,0.01,0.01,1.02,0.0057,-0.0016,-0.0270,0.9996,-0.79,0.06,-1.28"
"25994,0.00,0.01,1.03,0.0058,-0.0008,-0.0270,0.9996,-0.85,0.30,-1.16"
"26044,0.00,0.01,1.03,0.0054,-0.0010,-0.0270,0.9996,-0.79,0.18,-1.28"
"26094,-0.00,0.01,1.02,0.0058,-0.0009,-0.0270,0.9996,-0.61,-0.06,-1.28"
"26144,0.00,0.01,1.02,0.0055,-0.0011,-0.0270,0.9996,-0.79,0.06,-1.22"
"26194,0.00,0.01,1.02,0.0065,-0.0011,-0.0270,0.9996,-0.85,0.06,-1.28"
"26244,0.00,0.01,1.03,0.0057,-0.0011,-0.0270,0.9996,-0.85,0.00,-1.16"
"26294,0.00,0.01,1.02,0.0062,-0.0020,-0.0270,0.9996,-0.61,0.18,-1.16"
"26344,0.00,0.01,1.02,0.0064,-0.0015,-0.0270,0.9996,-0.79,0.12,-1.22"
"26394,0.01,0.01,1.02,0.0062,-0.0017,-0.0270,0.9996,-0.85,0.06,-1.22"
"26444,0.00,0.02,1.02,0.0064,-0.0006,-0.0270,0.9996,-0.91,0.00,-1.10"
"26494,0.00,0.01,1.02,0.0065,-0.0005,-0.0270,0.9996,-1.04,0.12,-1.22"
"26544,0.00,0.01,1.03,0.0054,-0.0009,-0.0270,0.9996,-0.73,0.06,-1.10"
"26594,0.00,0.01,1.03,0.0057,-0.0017,-0.0270,0.9996,-1.10,0.12,-1.16"
"26644,0.00,0.01,1.02,0.0058,-0.0015,-0.0270,0.9996,-0.85,0.18,-1.22"
"26694,0.00,0.01,1.02,0.0055,-0.0015,-0.0270,0.9996,-0.73,0.00,-1.22"
"26744,-0.00,0.01,1.02,0.0054,-0.0012,-0.0270,0.9996,-0.79,0.24,-1.28"
"26794,0.00,0.01,1.03,0.0070,-0.0008,-0.0270,0.9996,-1.04,0.18,-1.10"
"26844,-0.00,0.01,1.02,0.0062,0.0000,-0.0270,0.9996,-0.67,0.00,-1.22"
"26894,0.00,0.01,1.03,0.0063,-0.0014,-0.0270,0.9996,-0.61,0.24,-1.16"
"26944,0.00,0.01,1.02,0.0062,-0.0008,-0.0270,0.9996,-0.85,0.12,-1.28"
"26994,0.00,0.01,1.01,0.0065,-0.0015,-0.0270,0.9996,-0.91,-0.12,-1.16"
"27044,0.00,0.01,1.02,0.0059,-0.0013,-0.0270,0.9996,-0.98,0.12,-1.10"
"27094,0.00,0.01,1.02,0.0054,-0.0015,-0.0270,0.9996,-0.73,0.06,-1.04"
"27144,-0.00,0.01,1.02,0.0060,-0.0007,-0.0270,0.9996,-0.91,0.00,-1.16"
"27194,0.00,0.01,1.02,0.0065,-0.0016,-0.0270,0.9996,-0.85,0.12,-1.10"
"27244,0.00,0.01,1.03,0.0055,-0.0018,-0.0270,0.9996,-0.73,0.18,-1.22"
"27294,0.00,0.01,1.02,0.0061,-0.0009,-0.0270,0.9996,-0.98,0.12,-1.16"
"27344,0.00,0.01,1.02,0.0062,-0.0011,-0.0270,0.9996,-0.79,-0.06,-1.34"
"27394,0.00,0.01,1.02,0.0051,-0.0010,-0.0270,0.9996,-0.85,0.18,-1.22"
"27444,0.00,0.01,1.02,0.0063,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.16"
"27494,0.00,0.01,1.03,0.0060,-0.0006,-0.0270,0.9996,-0.73,0.18,-1.22"
"27544,0.00,0.01,1.02,0.0064,-0.0020,-0.0270,0.9996,-0.85,0.18,-1.10"
"27594,0.00,0.01,1.02,0.0061,-0.0007,-0.0270,0.9996,-0.73,0.18,-1.22"
"27644,0.00,0.01,1.02,0.0060,-0.0011,-0.0270,0.9996,-0.85,0.00,-1.16"
"27694,0.00,0.01,1.02,0.0059,-0.0008,-0.0270,0.9996,-0.85,0.12,-1.22"
"27744,0.00,0.01,1.02,0.0064,-0.0009,-0.0270,0.9996,-0.73,0.12,-1.40"
"27794,-0.00,0.01,1.02,0.0054,-0.0002,-0.0270,0.9996,-0.85,0.06,-1.22"
"27844,0.00,0.01,1.03,0.0062,-0.0013,-0.0270,0.9996,-0.91,0.12,-1.34"
"27894,0.00,0.01,1.03,0.0065,-0.0019,-0.0270,0.9996,-0.85,0.18,-1.22"
"27944,0.00,0.01,1.02,0.0059,-0.0018,-0.0270,0.9996,-0.98,0.12,-1.04"
"27994,-0.00,0.02,1.02,0.0065,-0.0009,-0.0270,0.9996,-0.98,0.18,-1.16"
"28044,-0.00,0.01,1.02,0.0068,-0.0009,-0.0270,0.9996,-0.91,0.00,-1.16"
"28094,0.00,0.01,1.03,0.0067,-0.0011,-0.0270,0.9996,-1.04,-0.06,-1.16"
"28144,0.00,0.01,1.03,0.0053,-0.0006,-0.0270,0.9996,-0.85,0.00,-1.40"
"28194,0.00,0.01,1.02,0.0061,-0.0017,-0.0270,0.9996,-0.67,0.12,-1.22"
"28244,-0.00,0.01,1.02,0.0049,-0.0007,-0.0270,0.9996,-0.85,0.18,-1.16"
"28294,0.01,0.01,1.02,0.0061,-0.0023,-0.0270,0.9996,-0.73,0.30,-1.22"
"28344,0.01,0.01,1.02,0.0058,-0.0015,-0.0270,0.9996,-0.79,0.06,-1.28"
"28394,0.00,0.01,1.02,0.0057,-0.0016,-0.0270,0.9996,-0.79,0.12,-1.22"
"28444,0.00,0.01,1.02,0.0052,-0.0006,-0.0270,0.9996,-0.91,0.24,-1.22"
"28494,0.00,0.01,1.02,0.0061,-0.0013,-0.0270,0.9996,-0.73,0.18,-1.22"
"28544,0.00,0.01,1.02,0.0063,-0.0017,-0.0270,0.9996,-0.85,0.12,-1.10"
"28594,0.00,0.02,1.01,0.0055,-0.0016,-0.0270,0.9996,-0.73,0.24,-1.22"
"28644,0.00,0.01,1.02,0.0056,-0.0018,-0.0270,0.9996,-0.79,0.06,-1.28"
"28694,0.00,0.01,1.02,0.0054,-0.0015,-0.0270,0.9996,-1.04,0.12,-1.22"
"28744,0.00,0.01,1.03,0.0056,-0.0017,-0.0270,0.9996,-0.98,0.18,-1.16"
"28794,0.00,0.01,1.03,0.0056,-0.0010,-0.0270,0.9996,-0.73,0.18,-1.10"
"28844,-0.00,0.01,1.02,0.0059,-0.0012,-0.0270,0.9996,-0.91,0.18,-1.28"
"28894,0.00,0.01,1.03,0.0053,-0.0005,-0.0270,0.9996,-0.91,0.18,-1.10"
"28944,0.00,0.01,1.02,0.0063,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.16"
"28994,0.00,0.01,1.02,0.0063,-0.0011,-0.0270,0.9996,-0.98,0.00,-1.16"
"29044,0.00,0.01,1.02,0.0064,-0.0019,-0.0270,0.9996,-0.85,0.37,-1.16"
"29094,0.00,0.01,1.02,0.0071,-0.0014,-0.0270,0.9996,-0.79,0.18,-1.22"
"29144,0.00,0.01,1.02,0.0061,-0.0006,-0.0270,0.9996,-0.67,0.12,-1.22"
"29194,0.01,0.02,1.02,0.0056,-0.0014,-0.0270,0.9996,-0.79,0.18,-1.16"
"29244,0.00,0.01,1.02,0.0055,-0.0016,-0.0270,0.9996,-0.85,0.06,-1.16"
"29294,0.00,0.01,1.02,0.0059,-0.0016,-0.0270,0.9996,-0.98,0.18,-1.22"
"29344,0.00,0.01,1.02,0.0058,-0.0010,-0.0270,0.9996,-0.91,-0.06,-1.16"
"29394,0.00,0.01,1.02,0.0057,-0.0012,-0.0270,0.9996,-0.98,0.12,-1.16"
"29444,0.00,0.01,1.02,0.0053,-0.0013,-0.0270,0.9996,-0.85,0.18,-1.28"
"29494,0.00,0.01,1.02,0.0052,-0.0006,-0.0270,0.9996,-0.85,0.24,-1.28"
"29544,0.00,0.01,1.03,0.0062,-0.0008,-0.0270,0.9996,-0.98,0.18,-1.28"
"29594,0.00,0.01,1.02,0.0071,-0.0018,-0.0270,0.9996,-0.73,0.18,-1.34"
"29644,-0.00,0.01,1.02,0.0056,0.0000,-0.0270,0.9996,-0.98,0.18,-1.22"
"29694,0.00,0.01,1.02,0.0064,-0.0008,-0.0270,0.9996,-0.73,0.12,-1.10"
"29744,0.00,0.01,1.02,0.0063,-0.0010,-0.0270,0.9996,-0.79,0.24,-1.16"
"29794,0.00,0.01,1.02,0.0066,-0.0008,-0.0270,0.9996,-0.98,0.24,-1.22"
"29844,0.01,0.01,1.02,0.0059,-0.0022,-0.0270,0.9996,-0.91,0.12,-1.22"
"29894,0.00,0.01,1.02,0.0062,-0.0015,-0.0270,0.9996,-0.85,0.18,-1.22"
"29944,0.00,0.01,1.02,0.0059,-0.0013,-0.0270,0.9996,-0.98,0.12,-1.16"
"29994,0.00,0.01,1.02,0.0049,-0.0003,-0.0270,0.9996,-0.91,0.24,-1.22"
"30044,0.00,0.01,1.02,0.0059,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.10"
"30094,0.00,0.01,1.03,0.0052,-0.0009,-0.0270,0.9996,-0.98,0.06,-1.28"
"30144,0.00,0.01,1.02,0.0058,-0.0010,-0.0270,0.9996,-0.98,0.06,-1.16"
"30194,0.00,0.01,1.02,0.0065,-0.0016,-0.0270,0.9996,-0.91,0.00,-1.16"
"30244,0.00,0.01,1.02,0.0060,-0.0014,-0.0270,0.9996,-0.79,0.12,-1.16"
"30294,0.00,0.01,1.02,0.0060,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.16"
"30344,0.00,0.01,1.02,0.0055,-0.0017,-0.0270,0.9996,-0.85,-0.12,-1.22"
"30394,0.00,0.01,1.02,0.0061,-0.0018,-0.0270,0.9996,-0.85,0.18,-1.22"
"30444,0.00,0.01,1.02,0.0055,-0.0007,-0.0270,0.9996,-0.91,0.12,-1.16"
"30494,0.00,0.01,1.03,0.0058,-0.0018,-0.0270,0.9996,-1.04,0.00,-1.22"
"30544,-0.00,0.01,1.02,0.0054,-0.0003,-0.0270,0.9996,-0.73,0.06,-1.22"
"30594,0.00,0.01,1.02,0.0055,-0.0018,-0.0270,0.9996,-1.04,0.12,-1.22"
"30644,0.00,0.01,1.03,0.0060,-0.0016,-0.0270,0.9996,-0.85,0.12,-1.16"
"30694,0.00,0.01,1.02,0.0059,-0.0019,-0.0270,0.9996,-0.67,0.18,-1.16"
"30744,0.00,0.01,1.03,0.0059,-0.0017,-0.0270,0.9996,-0.67,0.06,-1.28"
"30794,0.00,0.01,1.02,0.0058,-0.0010,-0.0270,0.9996,-1.04,0.12,-1.22"
"30844,0.00,0.01,1.02,0.0060,-0.0008,-0.0270,0.9996,-0.85,0.06,-1.34"
"30894,0.00,0.01,1.02,0.0059,-0.0012,-0.0270,0.9996,-0.91,0.00,-1.34"
"30944,-0.00,0.02,1.02,0.0066,-0.0008,-0.0270,0.9996,-0.85,0.00,-1.22"
"30994,-0.00,0.01,1.02,0.0064,-0.0011,-0.0270,0.9996,-1.04,0.00,-1.28"
"31044,0.00,0.01,1.03,0.0064,-0.0015,-0.0270,0.9996,-0.73,0.06,-1.34"
"31094,0.00,0.02,1.03,0.0060,-0.0011,-0.0270,0.9996,-0.73,0.18,-1.22"
"31144,0.00,0.01,1.02,0.0059,-0.0011,-0.0270,0.9996,-0.67,0.00,-1.28"
"31194,0.00,0.01,1.02,0.0068,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.22"
"31244,0.00,0.02,1.02,0.0064,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.28"
"31294,0.00,0.02,1.02,0.0070,-0.0013,-0.0270,0.9996,-0.98,0.06,-1.16"
"31344,0.00,0.01,1.03,0.0064,-0.0013,-0.0270,0.9996,-0.98,0.00,-1.16"
"31394,0.00,0.01,1.03,0.0064,-0.0016,-0.0270,0.9996,-0.79,0.18,-1.28"
"31444,-0.00,0.01,1.02,0.0065,-0.0009,-0.0270,0.9996,-0.49,0.30,-1.16"
"31494,-0.00,0.01,1.02,0.0064,-0.0008,-0.0270,0.9996,-0.79,0.24,-1.22"
"31544,-0.00,0.01,1.02,0.0065,-0.0009,-0.0270,0.9996,-0.91,0.00,-1.16"
"31594,0.00,0.01,1.03,0.0059,-0.0017,-0.0270,0.9996,-1.04,0.06,-1.16"
"31644,0.00,0.01,1.03,0.0066,-0.0018,-0.0270,0.9996,-0.91,0.00,-1.28"
"31694,0.00,0.01,1.02,0.0057,-0.0004,-0.0270,0.9996,-0.85,0.06,-1.22"
"31744,0.00,0.01,1.03,0.0062,-0.0018,-0.0270,0.9996,-0.91,0.12,-1.28"
"31794,0.00,0.01,1.03,0.0063,-0.0020,-0.0270,0.9996,-0.98,0.12,-1.16"
"31844,0.00,0.01,1.02,0.0066,-0.0015,-0.0270,0.9996,-0.91,0.24,-1.10"
"31894,0.00,0.01,1.02,0.0059,-0.0007,-0.0270,0.9996,-1.10,0.18,-1.16"
"31944,0.00,0.01,1.03,0.0061,-0.0011,-0.0270,0.9996,-0.79,0.06,-1.34"
"31994,0.01,0.01,1.02,0.0059,-0.0025,-0.0270,0.9996,-0.67,0.12,-1.22"
"32044,0.00,0.01,1.03,0.0058,-0.0023,-0.0270,0.9996,-1.04,0.06,-1.28"
"32094,0.00,0.02,1.03,0.0068,-0.0008,-0.0270,0.9996,-0.73,0.18,-1.16"
"32144,0.01,0.01,1.03,0.0060,-0.0013,-0.0270,0.9996,-1.10,0.12,-1.22"
"32194,0.00,0.02,1.02,0.0066,-0.0014,-0.0270,0.9996,-0.85,0.06,-1.28"
"32244,-0.00,0.01,1.02,0.0058,-0.0009,-0.0270,0.9996,-0.55,0.24,-1.10"
"32294,0.00,0.01,1.02,0.0060,-0.0015,-0.0270,0.9996,-0.79,0.12,-1.22"
"32344,0.00,0.01,1.02,0.0073,-0.0008,-0.0270,0.9996,-0.91,0.06,-1.16"
"32394,0.00,0.01,1.02,0.0067,-0.0019,-0.0270,0.9996,-0.91,0.12,-1.28"
"32444,0.01,0.01,1.02,0.0055,-0.0023,-0.0270,0.9996,-0.73,0.18,-1.22"
"32494,0.00,0.01,1.02,0.0069,-0.0011,-0.0270,0.9996,-0.98,0.00,-1.04"
"32544,-0.00,0.01,1.02,0.0066,-0.0010,-0.0270,0.9996,-0.98,0.18,-1.22"
"32594,0.00,0.02,1.02,0.0071,-0.0013,-0.0270,0.9996,-0.79,0.12,-1.28"
"32644,0.00,0.01,1.02,0.0064,-0.0015,-0.0270,0.9996,-0.79,0.00,-1.28"
"32694,0.00,0.01,1.02,0.0064,-0.0015,-0.0270,0.9996,-0.91,0.06,-1.16"
"32744,0.00,0.02,1.02,0.0072,-0.0014,-0.0270,0.9996,-0.85,0.12,-1.22"
"32794,0.00,0.01,1.02,0.0068,-0.0012,-0.0270,0.9996,-0.85,0.12,-1.22"
"32844,0.00,0.01,1.02,0.0066,-0.0013,-0.0270,0.9996,-0.85,0.12,-1.22"
"32894,0.00,0.01,1.02,0.0062,-0.0008,-0.0270,0.9996,-0.85,0.06,-1.16"
"32944,0.00,0.01,1.02,0.0064,-0.0018,-0.0270,0.9996,-0.98,0.06,-1.28"
"32994,0.00,0.01,1.02,0.0066,-0.0015,-0.0270,0.9996,-0.91,0.18,-1.16"
"33044,-0.00,0.01,1.02,0.0064,-0.0008,-0.0270,0.9996,-1.10,0.06,-1.22"
"33094,0.00,0.01,1.02,0.0063,-0.0016,-0.0270,0.9996,-0.91,0.06,-1.28"
"33144,0.00,0.01,1.02,0.0061,-0.0010,-0.0270,0.9996,-0.91,0.18,-1.28"
"33194,0.01,0.01,1.02,0.0068,-0.0016,-0.0270,0.9996,-0.73,0.00,-1.16"
"33244,0.00,0.02,1.02,0.0075,-0.0020,-0.0270,0.9996,-0.91,0.12,-1.10"
"33294,0.00,0.01,1.03,0.0065,-0.0013,-0.0270,0.9996,-0.79,0.06,-1.40"
"33344,0.00,0.01,1.02,0.0058,-0.0015,-0.0270,0.9996,-0.67,0.06,-1.34"
"33394,0.00,0.01,1.02,0.0055,-0.0014,-0.0270,0.9996,-0.91,0.06,-1.22"
"33444,0.00,0.01,1.02,0.0069,-0.0017,-0.0270,0.9996,-0.85,0.12,-1.22"
"33494,0.00,0.01,1.02,0.0062,-0.0012,-0.0270,0.9996,-0.85,0.12,-1.28"
"33544,0.00,0.02,1.02,0.0067,-0.0009,-0.0270,0.9996,-1.10,0.12,-1.40"
"33594,-0.00,0.02,1.02,0.0066,-0.0015,-0.0270,0.9996,-0.79,0.06,-1.16"
"33644,0.00,0.01,1.02,0.0058,-0.0016,-0.0270,0.9996,-0.91,0.00,-1.28"
"33694,0.00,0.02,1.02,0.0065,-0.0011,-0.0270,0.9996,-0.91,0.18,-1.22"
"33744,0.00,0.01,1.02,0.0052,-0.0009,-0.0270,0.9996,-0.85,0.12,-1.16"
"33794,0.00,0.01,1.02,0.0058,-0.0011,-0.0270,0.9996,-0.55,0.12,-1.10"
"33844,0.00,0.01,1.02,0.0064,-0.0014,-0.0270,0.9996,-0.91,0.18,-1.34"
"33894,0.00,0.02,1.02,0.0071,-0.0015,-0.0270,0.9996,-0.85,0.12,-1.16"
"33944,0.00,0.01,1.02,0.0061,-0.0018,-0.0270,0.9996,-0.55,0.06,-1.16"
"33994,0.00,0.01,1.02,0.0058,-0.0013,-0.0270,0.9996,-0.73,0.18,-1.16"
"34044,0.01,0.01,1.02,0.0059,-0.0023,-0.0270,0.9996,-0.91,0.18,-1.28"
"34094,0.00,0.01,1.02,0.0062,-0.0013,-0.0270,0.9996,-0.73,0.24,-1.16"
"34144,-0.00,0.01,1.02,0.0057,-0.0002,-0.0270,0.9996,-0.79,0.06,-1.28"
